Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6318506,Ooma,162,Mandaluyong City,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0561009124,14.5837586710,"Japanese, Sushi",1500,Botswana Pula(P),0,0,0,0,4,4.9,3F7E00,Excellent,1167
6314302,Sambo Kojin,162,Mandaluyong City,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0570152104,14.5843891226,"Japanese, Korean",1776,Botswana Pula(P),0,0,0,0,4,4.6,3F7E00,Excellent,733
18278135,Sunnies Cafe,162,Mandaluyong City,"Second Floor, Bridgeway, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0567650944,14.5841431721,Coffee,700,Botswana Pula(P),0,0,0,0,3,3.9,9ACD32,Good,326
18343547,Bad Bird,162,Mandaluyong City,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0562296584,14.5839316155,American,700,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,322
6313941,Chelsea Kitchen,162,Mandaluyong City,"Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.0559533909,14.5836532171,"European, Desserts",1100,Botswana Pula(P),1,0,0,0,3,4.1,5BA829,Very Good,598
18594729,Nikkei,162,Mandaluyong City,"Ground Floor, The Podium, ADB Avenue, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City, Mandaluyong City",121.0591240972,14.5845107999,"Japanese, Latin American",1600,Botswana Pula(P),1,0,0,0,4,4.8,3F7E00,Excellent,312
18653051,Vanderlust Bistro,162,Mandaluyong City,"Fifth Floor, The Podium, ADB Avenue, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City, Mandaluyong City",121.0589373484,14.5848690173,"European, Steak, Bakery, Desserts",1200,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,133
6303850,Wildflour Cafe + Bakery,162,Mandaluyong City,"Ground Floor, The Podium, ADB Avenue, Ortigas Center, Mandaluyong City","The Podium, Ortigas, Mandaluyong City","The Podium, Ortigas, Mandaluyong City, Mandaluyong City",121.0593309626,14.5852389152,"American, Italian, Bakery, Coffee",1500,Botswana Pula(P),1,0,0,0,4,4.4,5BA829,Very Good,308
6301760,Wai Ying Fastfood,162,Manila,"810 Benavidez Street, Binondo, Manila",Binondo,"Binondo, Manila",120.9760963172,14.6019222853,"Filipino, Chinese",600,Botswana Pula(P),0,0,0,0,2,4.4,5BA829,Very Good,674
18619314,Soban K-Town Grill,162,Manila,"Ground Floor, Robinsons Place Manila, Ermita, Manila","Robinsons Place Manila, Ermita, Manila","Robinsons Place Manila, Ermita, Manila, Manila",120.9846361354,14.5756460295,"Korean, Grill",1300,Botswana Pula(P),0,0,0,0,3,4.6,3F7E00,Excellent,398
6310022,Rustic Mornings by Isabelo,162,Marikina City,"11 Isabelo Mendoza Street, San Roque, Marikina City",San Roque,"San Roque, Marikina City",121.0958777368,14.6292523213,"American, Filipino",1200,Botswana Pula(P),0,0,0,0,3,4.5,3F7E00,Excellent,874
6309831,Ramen Yushoken,162,Muntinlupa City,"Molito Commercial Complex, Alabang, Muntinlupa City","Molito Commercial Complex, Alabang, Mutinlupa City","Molito Commercial Complex, Alabang, Mutinlupa City, Muntinlupa City",121.0269469768,14.4247476568,"Japanese, Ramen",800,Botswana Pula(P),0,0,0,0,3,4.9,3F7E00,Excellent,1171
6301290,Vikings,162,Pasay City,"Building B, SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City","SM by the Bay, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City",120.9791587293,14.5403891406,"Seafood, Filipino, Asian, European",2000,Botswana Pula(P),0,0,0,0,4,4.2,5BA829,Very Good,1046
6300010,Spiral - Sofitel Philippine Plaza Manila,162,Pasay City,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","Sofitel Philippine Plaza Manila, CCP Complex, Pasay City, Pasay City",120.9816655889,14.5528565472,"European, Asian, Indian",6000,Botswana Pula(P),0,0,0,0,4,4.9,3F7E00,Excelente,1228
18442143,Mama Lou's Italian Kitchen,162,Pasig City,"Second Floor, Ayala Malls The 30th, Meralco Avenue, Ugong, Pasig City","Ayala Malls The 30th, Ugong, Pasig City","Ayala Malls The 30th, Ugong, Pasig City, Pasig City",121.0642923787,14.5809805095,Italian,1100,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,287
18442143,Mama Lou's Italian Kitchen,162,Pasig City,"Second Floor, Ayala Malls The 30th, Meralco Avenue, Ugong, Pasig City","Ayala Malls The 30th, Ugong, Pasig City","Ayala Malls The 30th, Ugong, Pasig City, Pasig City",121.0642923787,14.5809805095,Italian,1100,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,287
18506282,Sibyullee,162,Pasig City,"Ground Floor, Ayala Malls The 30th, Meralco Avenue, Ugong, Pasig City","Ayala Malls The 30th, Ugong, Pasig City","Ayala Malls The 30th, Ugong, Pasig City, Pasig City",121.0642913729,14.5807796576,Korean,1800,Botswana Pula(P),0,0,0,0,4,4.7,3F7E00,Excellent,645
6309635,Frankie's New York Buffalo Wings,162,Pasig City,"Ground Floor, City Golf Plaza, Julia Vargas Avenue, Ugong, Pasig City","City Golf Plaza, Ugong, Pasig City","City Golf Plaza, Ugong, Pasig City, Pasig City",121.0678097606,14.5846461049,American,850,Botswana Pula(P),0,0,0,0,3,4.5,3F7E00,Excelente,606
6309635,Frankie's New York Buffalo Wings,162,Pasig City,"Ground Floor, City Golf Plaza, Julia Vargas Avenue, Ugong, Pasig City","City Golf Plaza, Ugong, Pasig City","City Golf Plaza, Ugong, Pasig City, Pasig City",121.0678097606,14.5846461049,American,850,Botswana Pula(P),0,0,0,0,3,4.5,3F7E00,Excelente,606
6314987,Locavore,162,Pasig City,"Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.0563711450,14.5716570910,Filipino,1100,Botswana Pula(P),0,0,0,0,3,4.7,3F7E00,Excellent,930
6309903,Silantro Fil-Mex,162,Pasig City,"75 East Capitol Drive, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.0578601062,14.5676755438,"Filipino, Mexican",800,Botswana Pula(P),0,0,0,0,3,4.9,3F7E00,Excellent,1544
6309619,Charlie's Grind & Grill,162,Pasig City,"16 East Capitol Drive, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.0606304929,14.5715000371,"American, Burger",1100,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,518
6309619,Charlie's Grind & Grill,162,Pasig City,"16 East Capitol Drive, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.0606304929,14.5715000371,"American, Burger",1100,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,518
18558322,Mama Lou's Italian Kitchen,162,Quezon City,"Level 1, Ayala Malls Vertis North, Bagong Pag-Asa, Quezon City","Ayala Malls Vertis North, Bagong Pag-asa, Quezon City","Ayala Malls Vertis North, Bagong Pag-asa, Quezon City, Quezon City",121.0361489654,14.6518713781,Italian,1100,Botswana Pula(P),1,0,0,0,3,4.3,5BA829,Very Good,257
18558322,Mama Lou's Italian Kitchen,162,Quezon City,"Level 1, Ayala Malls Vertis North, Bagong Pag-Asa, Quezon City","Ayala Malls Vertis North, Bagong Pag-asa, Quezon City","Ayala Malls Vertis North, Bagong Pag-asa, Quezon City, Quezon City",121.0361489654,14.6518713781,Italian,1100,Botswana Pula(P),1,0,0,0,3,4.3,5BA829,Very Good,257
6311148,Bugis Singapore Street Food,162,Quezon City,"78 N. Roxas Street, Santo Domingo, Quezon City",Banawe,"Banawe, Quezon City",121.0053588823,14.6271193376,"Singaporean, Street Food",500,Botswana Pula(P),0,0,0,0,2,4.4,5BA829,Very Good,611
18189402,Tra Vinh,162,Quezon City,"Unit 3, 109 N.S Amoranto Corner Cordillera Street, Maharlika, Quezon City",Banawe,"Banawe, Quezon City",120.9994942322,14.6317589967,Vietnamese,600,Botswana Pula(P),1,0,0,0,2,4.2,5BA829,Very Good,281
18290970,Soban K-Town Grill,162,Quezon City,"Second Floor, Eastwood Mall, Libis, Quezon City","Eastwood Mall, Libis, Quezon City","Eastwood Mall, Libis, Quezon City, Quezon City",121.0793221369,14.6104054360,"Korean, Grill",1300,Botswana Pula(P),0,0,0,0,3,4.6,3F7E00,Excellent,446
6314096,Señor Pollo,162,Quezon City,"F7 Building, Scout Rallos Street Corner Tomas Morato Avenue, Laging Handa, Quezon City","F7 Building, Laging Handa, Tomas Morato, Quezon City","F7 Building, Laging Handa, Tomas Morato, Quezon City, Quezon City",121.0339079797,14.6344216794,"Latin American, Street Food",800,Botswana Pula(P),0,0,0,0,3,4.3,5BA829,Very Good,833
6305520,Banapple,162,Quezon City,"Second Floor, Il Terrazzo, Tomas Morato Corner Scout Madrinan Street, South Triangle,  Quezon City","Il Terrazzo, South Triangle, Quezon City","Il Terrazzo, South Triangle, Quezon City, Quezon City",121.0352665186,14.6362230594,"Filipino, American, Italian, Bakery",800,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,429
18258080,Blue Rocket Cafe + Kitchen,162,Quezon City,"79 Scout Reyes Corner Scout Lozano, Paligsahan, Quezon City",Paligsahan,"Paligsahan, Quezon City",121.0258905217,14.6319503943,"Filipino, Asian",800,Botswana Pula(P),0,0,0,0,3,4.1,5BA829,Very Good,184
18451647,Soru Izakaya,162,Quezon City,"Ground Floor, 140 Maginhawa Street, Sikatuna Village, Quezon City",Sikatuna Village,"Sikatuna Village, Quezon City",121.0610988736,14.6419310622,Japanese,1200,Botswana Pula(P),1,0,0,0,3,4.6,3F7E00,Excellent,878
6314464,Banapple,162,Quezon City,"Second Floor, Sky Garden, SM City North EDSA, Bago Bantay, Quezon City","SM City North EDSA, Bago Bantay, Quezon City","SM City North EDSA, Bago Bantay, Quezon City, Quezon City",121.0321015120,14.6554816213,"Filipino, American, Italian, Bakery",800,Botswana Pula(P),0,0,0,0,3,4.3,5BA829,Very Good,490
6302438,Friuli Trattoria,162,Quezon City,"79-A Maginhawa Street, Teachers Village, Quezon City",Teachers Village,"Teachers Village, Quezon City",121.0579841584,14.6468772723,Italian,400,Botswana Pula(P),0,0,0,0,2,4.3,5BA829,Very Good,941
6314240,Leann's Tea House,162,Quezon City,"105-R Mother Ignacia Corner Sct. Madrinan Street, South Triangle, Tomas Morato, Quezon City 1100",Tomas Morato,"Tomas Morato, Quezon City",121.0310507566,14.6372851303,"Korean, Korean BBQ",700,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,801
6314240,Leann's Tea House,162,Quezon City,"105-R Mother Ignacia Corner Sct. Madrinan Street, South Triangle, Tomas Morato, Quezon City 1100",Tomas Morato,"Tomas Morato, Quezon City",121.0310507566,14.6372851303,"Korean, Korean BBQ",700,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,801
6305783,Lola Cafe,162,Quezon City,"99 Scout Lozano Street, Laging Handa, Quezon City",Tomas Morato,"Tomas Morato, Quezon City",121.0323529691,14.6297590438,"Filipino, Coffee",1200,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,448
6314243,The Frazzled Cook,162,Quezon City,"78 Scout Gandia Street, Laging Handa, Tomas Morato, Quezon City",Tomas Morato,"Tomas Morato, Quezon City",121.0332116112,14.6318287433,"European, Italian",1300,Botswana Pula(P),1,0,0,0,3,4.4,5BA829,Muito bom,994
18581637,Romantic Baboy,162,Quezon City,"CKB Centre, Tomas Morato Avenue Corner Scout Rallos Street, Laging Handa, Quezon City",Tomas Morato,"Tomas Morato, Quezon City",121.0350881517,14.6338604685,Korean,1200,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,566
18369156,Vanderlust Bistro,162,Quezon City,"100 Scout De Guia Corner Tomas Morato Avenue, Tomas Morato, Quezon City",Tomas Morato,"Tomas Morato, Quezon City",121.0348125547,14.6312094575,"European, Steak, Bakery, Desserts",1200,Botswana Pula(P),1,0,0,0,3,4.4,5BA829,Very Good,309
6316532,Mama Lou's Italian Kitchen,162,Quezon City,"Ground Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0751291737,14.6489747068,Italian,1100,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,631
6316532,Mama Lou's Italian Kitchen,162,Quezon City,"Ground Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0751291737,14.6489747068,Italian,1100,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,631
6318433,Silantro Fil-Mex,162,Quezon City,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0754399747,14.6495070095,"Filipino, Mexican",800,Botswana Pula(P),0,0,0,0,3,4.5,3F7E00,Excellent,749
18651775,The Fat Seed Cafe + Roastery,162,Quezon City,"Ground Floor, Phase 2, UP Town Center, Katipunan Avenue, Diliman, Quezon City","UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.0748857632,14.6520274015,"American, Asian",1000,Botswana Pula(P),0,0,0,0,3,4.6,3F7E00,Excellent,296
18745092,Ebi 10,162,San Juan City,"Courtyard@453, 453 P. Guevarra Street, Addition Hills, San Juan City","Courtyard@453, Addition Hills, San Juan City","Courtyard@453, Addition Hills, San Juan City, San Juan City",121.0383306071,14.5966142692,Japanese,700,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,158
6318213,Balay Dako,162,Tagaytay City,"Aguinaldo Highway, Silang Crossing West, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.9511869773,14.1025584457,Filipino,1200,Botswana Pula(P),0,0,0,0,3,4.5,3F7E00,Excellent,821
6312860,Breakfast at Antonio's,162,Tagaytay City,"Aguinaldo Highway, Bagong Tubig, Tagaytay City, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.8985006809,14.0884592334,"European, American",1300,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,708
6312860,Breakfast at Antonio's,162,Tagaytay City,"Aguinaldo Highway, Bagong Tubig, Tagaytay City, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.8985006809,14.0884592334,"European, American",1300,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,708
18317934,Charito by Bag of Beans,162,Tagaytay City,"150 Aguinaldo Highway, Maharlika East, Tagaytay-Nasugbu Highway, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.9494696930,14.1017201526,"European, Filipino, American",1500,Botswana Pula(P),1,0,0,0,4,4.3,5BA829,Very Good,385
6318473,Genki Sushi,162,Taguig City,"Second Floor, BGC Stopover Pavilion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City","BGC Stopover Pavilion, Bonifacio Global City, Taguig City","BGC Stopover Pavilion, Bonifacio Global City, Taguig City, Taguig City",121.0459249467,14.5540832264,"Japanese, Sushi",700,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,369
18382308,Ooma,162,Taguig City,"Bonifacio High Street Central, 7th Avenue, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City, Taguig City",121.0489176214,14.5513543426,"Japanese, Sushi",1500,Botswana Pula(P),0,0,0,0,4,4.5,3F7E00,Excellent,582
6301730,Sariwon,162,Taguig City,"C2, Bonifacio High Street Central, 7th Avenue, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City, Taguig City",121.0490990058,14.5513121548,"Korean, Korean BBQ",1000,Botswana Pula(P),0,0,0,0,3,4.6,3F7E00,Excellent,682
6314147,Va Bene Pasta Deli,162,Taguig City,"Third Floor, Central Square, Bonifacio High Street, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City, Taguig City",121.0485243425,14.5517096933,"European, Italian",1200,Botswana Pula(P),1,0,0,0,3,4.5,3F7E00,Excellent,352
18142958,Single Origin,162,Taguig City,"C3, Bonifacio High Street Central, 7th Avenue, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City","BHS Central Square, Bonifacio Global City, Taguig City, Taguig City",121.0492894426,14.5514932378,"American, European",1450,Botswana Pula(P),1,0,0,0,4,4.3,5BA829,Very Good,560
18695427,Mendokoro Ramenba,162,Taguig City,"Icon Plaza, 26th Street, Bonifacio Global City, Taguig City",Bonifacio Global City,"Bonifacio Global City, Taguig City",121.0483744741,14.5488730379,"Japanese, Ramen",1000,Botswana Pula(P),0,0,0,0,3,4.9,3F7E00,Excellent,490
18643656,Nomi - Modern Japanese Cafe,162,Taguig City,"Ground Floor, W City Center, 30th Street Corner 7th Avenue, Bonifacio Global City, Taguig City",Bonifacio Global City,"Bonifacio Global City, Taguig City",121.0502892360,14.5528085183,"Coffee, Japanese",800,Botswana Pula(P),0,1,1,0,3,4.3,5BA829,Very Good,287
18245912,Sunnies Cafe,162,Taguig City,"B3, Bonifacio High Street, 9th Avenue, Bonifacio Global City, Taguig City","Bonifacio High Street, Bonifacio Global City, Taguig City","Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City",121.0505024716,14.5507429434,Coffee,700,Botswana Pula(P),0,0,0,0,3,4.2,5BA829,Very Good,546
18684182,Soru Izakaya,162,Taguig City,"Burgos Circle, Bonifacio Global City, Taguig City","Burgos Circle, Bonifacio Global City, Taguig City","Burgos Circle, Bonifacio Global City, Taguig City, Taguig City",121.0440879688,14.5526397682,Japanese,1400,Botswana Pula(P),0,0,0,0,4,4.5,3F7E00,Excellent,544
6301792,Banapple,162,Taguig City,"Ground Floor, Market! Market!, Bonifacio Global City, Taguig City","Market! Market!, Bonifacio Global City, Taguig City","Market! Market!, Bonifacio Global City, Taguig City, Taguig City",121.0557220504,14.5487393335,"Filipino, American, Italian, Bakery",800,Botswana Pula(P),0,0,0,0,3,4.3,5BA829,Very Good,410
6308205,Wildflour Restaurant,162,Taguig City,"Ground Floor, Net Lima, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City","Net Lima, Bonifacio Global City, Taguig City","Net Lima, Bonifacio Global City, Taguig City, Taguig City",121.0469049588,14.5487250544,"American, Italian, Bakery, Coffee",1500,Botswana Pula(P),1,1,0,0,4,4.4,5BA829,Very Good,624
18778547,Soban K-Town Grill,162,Taguig City,"Level 2, One Bonifacio High Street Mall, 28th Street Corner 5th Avenue, Bonifacio Global City, Taguig City","One Bonifacio High Street, Bonifacio Global City, Taguig City","One Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City",121.0465535894,14.5515578175,"Korean, Grill",1300,Botswana Pula(P),0,0,0,0,3,4.5,3F7E00,Excellent,289
6310488,Saboten,162,Taguig City,"Ground Floor, Serendra, Bonifacio Global City, Taguig City","Serendra, Bonifacio Global City, Taguig City","Serendra, Bonifacio Global City, Taguig City, Taguig City",121.0542066023,14.5498333055,"Japanese, Asian",1500,Botswana Pula(P),0,1,1,0,4,4.8,3F7E00,Excellent,637
6315438,NIU by Vikings,162,Taguig City,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0538730025,14.5455330007,"Seafood, American, Mediterranean, Japanese",3000,Botswana Pula(P),0,0,0,0,4,4.6,3F7E00,Excellent,1161
